card_id,front,back,catalan,espanol,palabra,categoria_gramatical,usage_tags,audio_file_name
paraula_0111_01,La meva casa està en aquest {{c1::carrer}}.<br>Mi casa está en esta calle.,[sound:la_meva_casa_est_en_aquest_carrer.mp3],La meva casa està en aquest carrer.,Mi casa está en esta calle.,carrer,Noun,"Common, Locations",la_meva_casa_est_en_aquest_carrer.mp3
paraula_0112_01,Aquesta {{c1::aigua}} és molt freda.<br>Esta agua está muy fría.,[sound:aquesta_aigua_s_molt_freda.mp3],Aquesta aigua és molt freda.,Esta agua está muy fría.,aigua,Noun,"Common, Food and Drink",aquesta_aigua_s_molt_freda.mp3
paraula_0113_01,Estic interessat en la {{c1::política}}.<br>Estoy interesado en la {{c2::política}}.,[sound:estic_interessat_en_la_poltica.mp3],Estic interessat en la política.,Estoy interesado en la política.,política,Noun,"Common, Formal, Social Sciences",estic_interessat_en_la_poltica.mp3
paraula_0113_02,Aquesta és la nova {{c1::política}} de l'empresa.<br>Esta es la nueva {{c2::política}} de la empresa.,[sound:aquesta_s_la_nova_poltica_de_lempresa.mp3],Aquesta és la nova política de l'empresa.,Esta es la nueva política de la empresa.,política,Noun,"Business, Formal",aquesta_s_la_nova_poltica_de_lempresa.mp3
paraula_0114_01,El {{c1::mal}} no pot guanyar el bé.<br>El {{c2::mal}} no puede vencer el bien.,[sound:el_mal_no_pot_guanyar_el_b.mp3],El mal no pot guanyar el bé.,El mal no puede vencer el bien.,mal,"Noun, Adjective","Common, Abstract Concepts",el_mal_no_pot_guanyar_el_b.mp3
paraula_0115_01,No hi he estat cap {{c1::cop}}.<br>No he estado ninguna vez.,[sound:no_hi_he_estat_cap_cop.mp3],No hi he estat cap cop.,No he estado ninguna vez.,cop,Noun,Common,no_hi_he_estat_cap_cop.mp3
paraula_0116_01,Som un petit {{c1::grup}} d'amics.<br>Somos un pequeño grupo de amigos.,[sound:som_un_petit_grup_damics.mp3],Som un petit grup d'amics.,Somos un pequeño grupo de amigos.,grup,Noun,Common,som_un_petit_grup_damics.mp3
paraula_0117_01,El {{c1::procés}} de formació serà llarg.<br>El proceso de formación será largo.,[sound:el_procs_de_formaci_ser_llarg.mp3],El procés de formació serà llarg.,El proceso de formación será largo.,procés,Noun,"Common, Formal, Business",el_procs_de_formaci_ser_llarg.mp3
paraula_0118_01,Hem de sortir aquesta {{c1::nit}}.<br>Tenemos que salir esta noche.,[sound:hem_de_sortir_aquesta_nit.mp3],Hem de sortir aquesta nit.,Tenemos que salir esta noche.,nit,Noun,"Common, Time",hem_de_sortir_aquesta_nit.mp3
paraula_0119_01,No puc viure {{c1::sense}} tu.<br>No puedo vivir sin ti.,[sound:no_puc_viure_sense_tu.mp3],No puc viure sense tu.,No puedo vivir sin ti.,sense,Preposition,"Common, Informal, Formal",no_puc_viure_sense_tu.mp3
paraula_0120_01,M'agrada llegir llibres de {{c1::història}}.<br>Me gusta leer libros de historia.,[sound:magrada_llegir_llibres_de_histria.mp3],M'agrada llegir llibres de història.,Me gusta leer libros de historia.,història,Noun,"Common, Formal, Education",magrada_llegir_llibres_de_histria.mp3
paraula_0120_02,Em va explicar la {{c1::història}} de la seva vida.<br>Me contó la historia de su vida.,[sound:em_va_explicar_la_histria_de_la_seva_vida.mp3],Em va explicar la història de la seva vida.,Me contó la historia de su vida.,història,Noun,"Common, Informal, Formal",em_va_explicar_la_histria_de_la_seva_vida.mp3
paraula_0121_01,Hem arribat al {{c1::punt}} de no retorn.<br>Hemos llegado al punto de no retorno.,[sound:hem_arribat_al_punt_de_no_retorn.mp3],Hem arribat al punt de no retorn.,Hemos llegado al punto de no retorno.,punt,Noun,Common,hem_arribat_al_punt_de_no_retorn.mp3
paraula_0121_02,"Per favor, posa el {{c1::punt}} al final de la frase.<br>Por favor, pon el punto al final de la frase.",[sound:per_favor_posa_el_punt_al_final_de_la_frase.mp3],"Per favor, posa el punt al final de la frase.","Por favor, pon el punto al final de la frase.",punt,Noun,Common,per_favor_posa_el_punt_al_final_de_la_frase.mp3
paraula_0122_01,"Encen la {{c1::llum}}, si us plau.<br>Enciende la luz, por favor.",[sound:encen_la_llum_si_us_plau.mp3],"Encen la llum, si us plau.","Enciende la luz, por favor.",llum,Noun,Common,encen_la_llum_si_us_plau.mp3
paraula_0123_01,Aquest {{c1::canvi}} de pla és una bona idea.<br>Este cambio de plan es una buena idea.,[sound:aquest_canvi_de_pla_s_una_bona_idea.mp3],Aquest canvi de pla és una bona idea.,Este cambio de plan es una buena idea.,canvi,Noun,Common,aquest_canvi_de_pla_s_una_bona_idea.mp3
paraula_0124_01,"En un {{c1::segon}}, tot canvià.<br>En un segundo, todo cambió.",[sound:en_un_segon_tot_canvi.mp3],"En un segon, tot canvià.","En un segundo, todo cambió.",segon,Noun,Common,en_un_segon_tot_canvi.mp3
paraula_0125_01,Aquest llibre és {{c1::diferent}} del que vaig llegir l'any passat.<br>Este libro es diferente al que leí el año pasado.,[sound:aquest_llibre_s_diferent_del_que_vaig_llegir_lany_passat.mp3],Aquest llibre és diferent del que vaig llegir l'any passat.,Este libro es diferente al que leí el año pasado.,diferent,Adjective,Common,aquest_llibre_s_diferent_del_que_vaig_llegir_lany_passat.mp3
paraula_0126_01,Només tinc una mica de temps lliure.<br>Solo tengo un poco de tiempo libre.,[sound:noms_tinc_una_mica_de_temps_lliure.mp3],Només tinc una mica de temps lliure.,Solo tengo un poco de tiempo libre.,poc,"Adjective, Adverb",Common,noms_tinc_una_mica_de_temps_lliure.mp3
paraula_0127_01,Vaig passar el cap de setmana visitant la meva {{c1::família}}.<br>Pasé el fin de semana visitando a mi familia.,[sound:vaig_passar_el_cap_de_setmana_visitant_la_meva_famlia.mp3],Vaig passar el cap de setmana visitant la meva família.,Pasé el fin de semana visitando a mi familia.,família,Noun,Common,vaig_passar_el_cap_de_setmana_visitant_la_meva_famlia.mp3
paraula_0128_01,Anem al parc demà al {{c1::matí}}.<br>Vamos al parque mañana por la mañana.,[sound:anem_al_parc_dem_al_mat.mp3],Anem al parc demà al matí.,Vamos al parque mañana por la mañana.,matí,Noun,Common,anem_al_parc_dem_al_mat.mp3
paraula_0129_01,Avui presentaré el meu projecte.<br>Hoy presentaré mi proyecto.,[sound:avui_presentar_el_meu_projecte.mp3],Avui presentaré el meu projecte.,Hoy presentaré mi proyecto.,presentar,Verb,Common,avui_presentar_el_meu_projecte.mp3
paraula_0130_01,"Espera un {{c1::moment}}, si us plau.<br>Espera un momento, por favor.",[sound:espera_un_moment_si_us_plau.mp3],"Espera un moment, si us plau.","Espera un momento, por favor.",moment,Noun,Common,espera_un_moment_si_us_plau.mp3
paraula_0131_01,És {{c1::possible}} que plougui demà.<br>Es posible que llueva mañana.,[sound:s_possible_que_plougui_dem.mp3],És possible que plougui demà.,Es posible que llueva mañana.,possible,Adjective,"Common, general",s_possible_que_plougui_dem.mp3
paraula_0132_01,La {{c1::terra}} és el tercer planeta del sistema solar.<br>La tierra es el tercer planeta del sistema solar.,[sound:la_terra_s_el_tercer_planeta_del_sistema_solar.mp3],La terra és el tercer planeta del sistema solar.,La tierra es el tercer planeta del sistema solar.,terra,Noun,"Common, general, nature",la_terra_s_el_tercer_planeta_del_sistema_solar.mp3
paraula_0133_01,"Emociona't, el tren acaba d'{{c1::arribar}}.<br>Emociónate, el tren acaba de llegar.",[sound:emocionat_el_tren_acaba_darribar.mp3],"Emociona't, el tren acaba d'arribar.","Emociónate, el tren acaba de llegar.",arribar,Verb,"Common, general, transportation",emocionat_el_tren_acaba_darribar.mp3
paraula_0134_01,El {{c1::govern}} es reuneix avui per discutir els pressupostos.<br>El gobierno se reúne hoy para discutir los presupuestos.,[sound:el_govern_es_reuneix_avui_per_discutir_els_pressupostos.mp3],El govern es reuneix avui per discutir els pressupostos.,El gobierno se reúne hoy para discutir los presupuestos.,govern,Noun,"Common, politics, formal",el_govern_es_reuneix_avui_per_discutir_els_pressupostos.mp3
paraula_0135_01,"{{c1::mirar}} per la finestra, es veu la lluna.<br>{{c2::mirar}} por la ventana, se ve la luna.",[sound:mirar_per_la_finestra_es_veu_la_lluna.mp3],"Mirar per la finestra, es veu la lluna.","Mirar por la ventana, se ve la luna.",mirar,Verb,"Common, general",mirar_per_la_finestra_es_veu_la_lluna.mp3
paraula_0136_01,Barcelona és una {{c1::ciutat}} vibrant.<br>Barcelona es una ciudad vibrante.,[sound:barcelona_s_una_ciutat_vibrant.mp3],Barcelona és una ciutat vibrant.,Barcelona es una ciudad vibrante.,ciutat,Noun,"Common, geography",barcelona_s_una_ciutat_vibrant.mp3
paraula_0137_01,El tren és un {{c1::mitjà}} de transport eficient.<br>El tren es un medio de transporte eficiente.,[sound:el_tren_s_un_mitj_de_transport_eficient.mp3],El tren és un mitjà de transport eficient.,El tren es un medio de transporte eficiente.,mitjà,Noun,"Common, general, transportation",el_tren_s_un_mitj_de_transport_eficient.mp3
paraula_0138_01,"Ha estat una {{c1::feina}} dura, però ho hem aconseguit.<br>Ha sido un trabajo duro, pero lo hemos logrado.",[sound:ha_estat_una_feina_dura_per_ho_hem_aconseguit.mp3],"Ha estat una feina dura, però ho hem aconseguit.","Ha sido un trabajo duro, pero lo hemos logrado.",feina,Noun,"Common, work",ha_estat_una_feina_dura_per_ho_hem_aconseguit.mp3
paraula_0139_01,El meu germà és més {{c1::jove}} que jo.<br>Mi hermano es más joven que yo.,[sound:el_meu_germ_s_ms_jove_que_jo.mp3],El meu germà és més jove que jo.,Mi hermano es más joven que yo.,jove,Adjective,"Common, general, age",el_meu_germ_s_ms_jove_que_jo.mp3
paraula_0140_01,"Vull {{c1::viure}} a la muntanya, a prop de la natura.<br>Quiero vivir en la montaña, cerca de la naturaleza.",[sound:vull_viure_a_la_muntanya_a_prop_de_la_natura.mp3],"Vull viure a la muntanya, a prop de la natura.","Quiero vivir en la montaña, cerca de la naturaleza.",viure,Verb,"Common, general",vull_viure_a_la_muntanya_a_prop_de_la_natura.mp3
paraula_0142_01,"""El meu {{c1::nom}} és John.""<br>""Mi nombre es John.""",[sound:el_meu_nom_s_john.mp3],"""El meu nom és John.""","""Mi nombre es John.""",nom,Noun,"Common, greetings, personal details",el_meu_nom_s_john.mp3
paraula_0142_02,"""Taula és un {{c1::nom}} comú.""<br>""Mesa es un nombre común.""",[sound:taula_s_un_nom_com.mp3],"""Taula és un nom comú.""","""Mesa es un nombre común.""",nom,Noun,"Common, formal, education, grammar",taula_s_un_nom_com.mp3
paraula_0143_01,"""Hem de {{c1::escriure}} una carta a la nostra àvia.""<br>""Tenemos que escribir una carta a nuestra abuela.""",[sound:hem_de_escriure_una_carta_a_la_nostra_via.mp3],"""Hem de escriure una carta a la nostra àvia.""","""Tenemos que escribir una carta a nuestra abuela.""",escriure,Verb,"Common, communication",hem_de_escriure_una_carta_a_la_nostra_via.mp3
paraula_0144_01,Estic esperant a {{c1::algú}}.<br>Estoy esperando a alguien.,[sound:estic_esperant_a_alg.mp3],Estic esperant a algú.,Estoy esperando a alguien.,algú,Pronoun,"Common, everyday conversation",estic_esperant_a_alg.mp3
paraula_0144_02,Hi ha {{c1::algú}} aquí?<br>¿Hay alguien aquí?,[sound:hi_ha_alg_aqu.mp3],Hi ha algú aquí?,¿Hay alguien aquí?,algú,Pronoun,"Common, everyday conversation, questions",hi_ha_alg_aqu.mp3
paraula_0147_01,Aquesta és la crua {{c1::realitat}} de la vida.<br>Esta es la cruda realidad de la vida.,[sound:aquesta_s_la_crua_realitat_de_la_vida.mp3],Aquesta és la crua realitat de la vida.,Esta es la cruda realidad de la vida.,realitat,Noun,"Common, factual situations, philosophical discussions",aquesta_s_la_crua_realitat_de_la_vida.mp3
paraula_0148_01,Em sento trist perquè vaig perdre el meu llibre preferit.<br>Me siento triste porque perdí mi libro favorito.,[sound:em_sento_trist_perqu_vaig_perdre_el_meu_llibre_preferit.mp3],Em sento trist perquè vaig perdre el meu llibre preferit.,Me siento triste porque perdí mi libro favorito.,sentir,Verb,"common, emotion, physical sensation",em_sento_trist_perqu_vaig_perdre_el_meu_llibre_preferit.mp3
paraula_0148_02,"No et sento, pots parlar més fort?<br>No te escucho, ¿puedes hablar más fuerte?",[sound:no_et_sento_pots_parlar_ms_fort.mp3],"No et sento, pots parlar més fort?","No te escucho, ¿puedes hablar más fuerte?",sentir,Verb,"common, communication",no_et_sento_pots_parlar_ms_fort.mp3
paraula_0148_03,Ell s'hi sent de dir aquelles paraules.<br>Él se arrepiente de decir esas palabras.,[sound:ell_shi_sent_de_dir_aquelles_paraules.mp3],Ell s'hi sent de dir aquelles paraules.,Él se arrepiente de decir esas palabras.,sentir,Verb,"common, emotional",ell_shi_sent_de_dir_aquelles_paraules.mp3
paraula_0148_04,Puc {{c1::sentir}} la primavera a l'aire.<br>Puedo percibir la primavera en el aire.,[sound:puc_sentir_la_primavera_a_laire.mp3],Puc sentir la primavera a l'aire.,Puedo percibir la primavera en el aire.,sentir,Verb,"common, physical sensation, environment",puc_sentir_la_primavera_a_laire.mp3
paraula_0149_01,Necesitem {{c1::aire}} fresc.<br>Necesitamos {{c2::aire}} fresco.,[sound:necesitem_aire_fresc.mp3],Necesitem aire fresc.,Necesitamos aire fresco.,aire,Noun,"Common, environment, weather",necesitem_aire_fresc.mp3
paraula_0149_02,Un {{c1::aire}} suau bufava d'est a oest.<br>Un viento suave soplaba de este a oeste.,[sound:un_aire_suau_bufava_dest_a_oest.mp3],Un aire suau bufava d'est a oest.,Un viento suave soplaba de este a oeste.,aire,Noun,"Common, environment, weather",un_aire_suau_bufava_dest_a_oest.mp3
paraula_0149_03,Té un {{c1::aire}} de nostàlgia.<br>Tiene un {{c2::aire}} de nostalgia.,[sound:t_un_aire_de_nostlgia.mp3],Té un aire de nostàlgia.,Tiene un aire de nostalgia.,aire,Noun,"Common, feelings, descriptions",t_un_aire_de_nostlgia.mp3
paraula_0149_04,Aquest és un bon {{c1::aire}} de jazz.<br>Esta es una buena melodía de jazz.,[sound:aquest_s_un_bon_aire_de_jazz.mp3],Aquest és un bon aire de jazz.,Esta es una buena melodía de jazz.,aire,Noun,"Music, art, common",aquest_s_un_bon_aire_de_jazz.mp3
paraula_0149_05,La casa té un {{c1::aire}} acollidor.<br>La casa tiene un ambiente acogedor.,[sound:la_casa_t_un_aire_acollidor.mp3],La casa té un aire acollidor.,La casa tiene un ambiente acogedor.,aire,Noun,"Common, descriptions, environment",la_casa_t_un_aire_acollidor.mp3
paraula_0149_06,Després de córrer necessito prendre {{c1::aire}}.<br>Después de correr necesito tomar {{c2::aire}}.,[sound:desprs_de_crrer_necessito_prendre_aire.mp3],Després de córrer necessito prendre aire.,Después de correr necesito tomar aire.,aire,Noun,"Common, health, sport",desprs_de_crrer_necessito_prendre_aire.mp3
paraula_0151_01,He obert la porta.<br>He abierto la puerta.,[sound:he_obert_la_porta.mp3],He obert la porta.,He abierto la puerta.,obrir,verb,common,he_obert_la_porta.mp3
paraula_0152_01,Vull {{c1::conèixer}} la teva família.<br>Quiero conocer a tu familia.,[sound:vull_conixer_la_teva_famlia.mp3],Vull conèixer la teva família.,Quiero conocer a tu familia.,conèixer,verb,common,vull_conixer_la_teva_famlia.mp3
paraula_0153_01,Tenim {{c1::quatre}} gats.<br>Tenemos cuatro gatos.,[sound:tenim_quatre_gats.mp3],Tenim quatre gats.,Tenemos cuatro gatos.,quatre,"noun, number","common, numbers",tenim_quatre_gats.mp3
paraula_0154_01,El gat està {{c1::dins}} la caixa.<br>El gato está dentro de la caja.,[sound:el_gat_est_dins_la_caixa.mp3],El gat està dins la caixa.,El gato está dentro de la caja.,dins,adverb,"common, direction, location",el_gat_est_dins_la_caixa.mp3
paraula_0155_01,Aquest problema és {{c1::fàcil}}.<br>Este problema es fácil.,[sound:aquest_problema_s_fcil.mp3],Aquest problema és fàcil.,Este problema es fácil.,fàcil,adjective,"common, opinion",aquest_problema_s_fcil.mp3
paraula_0156_01,El cel és molt {{c1::clar}} avui.<br>El cielo está muy claro hoy.,[sound:el_cel_s_molt_clar_avui.mp3],El cel és molt clar avui.,El cielo está muy claro hoy.,clar,adjective,"common, description",el_cel_s_molt_clar_avui.mp3
paraula_0157_01,El llibre està al {{c1::costat}} del llit.<br>El libro está al lado de la cama.,[sound:el_llibre_est_al_costat_del_llit.mp3],El llibre està al costat del llit.,El libro está al lado de la cama.,costat,noun,"common, direction, location",el_llibre_est_al_costat_del_llit.mp3
paraula_0158_01,Estic {{c1::segur}} que ho faràs bé.<br>Estoy seguro de que lo harás bien.,[sound:estic_segur_que_ho_fars_b.mp3],Estic segur que ho faràs bé.,Estoy seguro de que lo harás bien.,segur,adjective,"common, opinion",estic_segur_que_ho_fars_b.mp3
paraula_0159_01,Hem arribat al {{c1::final}} de la pel·lícula.<br>Hemos llegado al {{c2::final}} de la película.,[sound:hem_arribat_al_final_de_la_pellcula.mp3],Hem arribat al final de la pel·lícula.,Hemos llegado al final de la película.,final,"noun, adjective","common, time",hem_arribat_al_final_de_la_pellcula.mp3
paraula_0160_01,El meu {{c1::joc}} preferit és el xadrez.<br>Mi juego favorito es el ajedrez.,[sound:el_meu_joc_preferit_s_el_xadrez.mp3],El meu joc preferit és el xadrez.,Mi juego favorito es el ajedrez.,joc,noun,"common, leisure.",el_meu_joc_preferit_s_el_xadrez.mp3
paraula_0161_01,El meu cotxe està {{c1::prop}} de la casa.<br>Mi coche está cerca de la casa.,[sound:el_meu_cotxe_est_prop_de_la_casa.mp3],El meu cotxe està prop de la casa.,Mi coche está cerca de la casa.,prop,Adverb,Common,el_meu_cotxe_est_prop_de_la_casa.mp3
paraula_0162_01,M'agrada nedar a la {{c1::mar}}.<br>Me gusta nadar en el {{c2::mar}}.,[sound:magrada_nedar_a_la_mar.mp3],M'agrada nedar a la mar.,Me gusta nadar en el mar.,mar,Noun,Common,magrada_nedar_a_la_mar.mp3
paraula_0163_01,La {{c1::mort}} és part de la vida.<br>La muerte es parte de la vida.,[sound:la_mort_s_part_de_la_vida.mp3],La mort és part de la vida.,La muerte es parte de la vida.,mort,Noun,Common,la_mort_s_part_de_la_vida.mp3
paraula_0164_01,La {{c1::guerra}} va causar molta destrucció.<br>La {{c2::guerra}} causó mucha destrucción.,[sound:la_guerra_va_causar_molta_destrucci.mp3],La guerra va causar molta destrucció.,La guerra causó mucha destrucción.,guerra,Noun,Common,la_guerra_va_causar_molta_destrucci.mp3
paraula_0165_01,La {{c1::causa}} del problema és desconeguda.<br>La {{c2::causa}} del problema es desconocida.,[sound:la_causa_del_problema_s_desconeguda.mp3],La causa del problema és desconeguda.,La causa del problema es desconocida.,causa,Noun,Common,la_causa_del_problema_s_desconeguda.mp3
paraula_0166_01,{{c1::ahir}} vaig anar al cine.<br>Ayer fui al cine.,[sound:ahir_vaig_anar_al_cine.mp3],Ahir vaig anar al cine.,Ayer fui al cine.,ahir,Adverb,Common,ahir_vaig_anar_al_cine.mp3
paraula_0167_01,Ofereixen un bon {{c1::servei}} als clients.<br>Ofrecen un buen servicio a los clientes.,[sound:ofereixen_un_bon_servei_als_clients.mp3],Ofereixen un bon servei als clients.,Ofrecen un buen servicio a los clientes.,servei,Noun,Common,ofereixen_un_bon_servei_als_clients.mp3
paraula_0168_01,El {{c1::centre}} de la ciutat està ple de gent.<br>El centro de la ciudad está lleno de gente.,[sound:el_centre_de_la_ciutat_est_ple_de_gent.mp3],El centre de la ciutat està ple de gent.,El centro de la ciudad está lleno de gente.,centre,Noun,Common,el_centre_de_la_ciutat_est_ple_de_gent.mp3
paraula_0169_01,El meu {{c1::pare}} es diu Joan.<br>Mi padre se llama Juan.,[sound:el_meu_pare_es_diu_joan.mp3],El meu pare es diu Joan.,Mi padre se llama Juan.,pare,Noun,Common,el_meu_pare_es_diu_joan.mp3
paraula_0170_01,La meva {{c1::mare}} fa un pastís deliciós.<br>Mi madre hace un pastel delicioso.,[sound:la_meva_mare_fa_un_pasts_delicis.mp3],La meva mare fa un pastís deliciós.,Mi madre hace un pastel delicioso.,mare,Noun,Common,la_meva_mare_fa_un_pasts_delicis.mp3
